Job Title,Job Title_0,Job Title_1,Job Title_2,Job Title_3,Job Title_4,Job Title_5,Job Title_6,Job Title_7
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Back end Developer,1,0,1,1,0,0,0,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Back end Developer,1,0,1,1,0,0,0,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Back end Developer,1,0,1,1,0,0,0,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Back end Developer,1,0,1,1,0,0,0,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Back end Developer,1,0,1,1,0,0,0,0
Senior Software Engineer,0,1,0,0,0,1,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Front end Developer,1,0,1,1,0,0,1,1
Software Engineer Manager,1,0,1,0,1,1,1,1
Back end Developer,1,0,1,1,0,0,0,0
Senior Project Engineer,1,0,1,1,0,0,0,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
Front end Developer,1,0,1,1,0,0,1,1
Senior Project Engineer,1,0,1,1,0,0,0,1
Back end Developer,1,0,1,1,0,0,0,0
Software Engineer Manager,1,0,1,0,1,1,1,1
Full Stack Engineer,1,0,1,1,0,0,1,0
